stem,split
006158,train
007978,train
001567,train
001303,train
006360,train
003427,train
007984,train
008795,train
000963,train
004645,train
001155,train
000449,train
004331,train
002293,train
000003,train
003635,train
008671,train
009646,train
008034,train
008792,train
007934,train
007890,train
002090,train
006769,train
005414,train
005978,train
006788,train
006508,train
005086,train
008839,train
002783,train
004825,train
007852,train
003196,train
005971,train
007312,train
000801,train
001831,train
009214,train
002521,train
001597,train
009500,train
002176,train
001855,train
003008,train
002706,train
005528,train
007487,train
006003,train
002378,train
000569,train
005117,train
004466,train
009026,train
007073,train
002641,train
004162,train
009387,train
003231,train
003484,train
003104,train
004842,train
002450,train
000285,train
001662,train
007566,train
008029,train
001823,train
000399,train
009368,train
009056,train
006200,train
009282,train
007219,train
004071,train
001993,train
006123,train
003971,train
007027,train
005483,train
009830,train
003581,train
002843,train
002230,train
001401,train
006577,train
001783,train
009693,train
006891,train
008611,train
008267,train
009219,train
007669,train
008695,train
006015,train
009704,train
007161,train
007917,train
008185,train
005012,train
003985,train
007352,train
001641,train
001888,train
002182,train
007298,train
007455,train
009382,train
002277,train
005595,train
005903,train
004439,train
000421,train
002080,train
000521,train
009128,train
008628,train
008030,train
001156,train
007248,train
007366,train
006660,train
004792,train
007516,train
005040,train
006720,train
004980,train
006943,train
001856,train
003440,train
008567,train
003938,train
005604,train
000751,train
003964,train
001488,train
007496,train
003979,train
009010,train
009918,train
005287,train
001927,train
007271,train
009661,train
005418,train
009928,train
003757,train
001866,train
005366,train
006530,train
002861,train
006817,train
003544,train
002325,train
004192,train
003816,train
008393,train
002747,train
002920,train
005299,train
001361,train
003025,train
006407,train
008730,train
008688,train
002864,train
003999,train
008706,train
002427,train
009209,train
002886,train
005079,train
001605,train
009805,train
000352,train
006986,train
001571,train
000433,train
004840,train
007375,train
003244,train
000118,train
000532,train
005063,train
008250,train
002214,train
001387,train
003386,train
004250,train
000291,train
000701,train
008290,train
007608,train
007574,train
005075,train
000579,train
006639,train
004751,train
004950,train
008962,train
004309,train
003543,train
009036,train
002105,train
009344,train
003656,train
000062,train
000468,train
001120,train
005199,train
004718,train
009465,train
003306,train
002748,train
006722,train
009438,train
002180,train
007217,train
005453,train
004348,train
004561,train
001314,train
004768,train
002616,train
001278,train
003105,train
006337,train
003549,train
007029,train
003416,train
007429,train
009873,train
001912,train
005406,train
000356,train
009058,train
004316,train
000180,train
007187,train
000016,train
009905,train
005537,train
007495,train
005758,train
007559,train
000149,train
009768,train
005187,train
000543,train
007710,train
003402,train
000402,train
000586,train
001340,train
001271,train
009691,train
003000,train
009796,train
005858,train
006525,train
006860,train
004169,train
003835,train
003364,train
007378,train
001817,train
000379,train
006490,train
008188,train
008987,train
008763,train
005811,train
009985,train
008549,train
009396,train
001239,train
001851,train
008933,train
008097,train
002035,train
006994,train
009550,train
001112,train
000129,train
002907,train
006301,train
009850,train
006962,train
003078,train
000478,train
006729,train
000767,train
004528,train
003488,train
007006,train
000679,train
002188,train
009356,train
003902,train
007068,train
000127,train
001148,train
006167,train
000271,train
009053,train
006909,train
006749,train
002365,train
009383,train
004068,train
006702,train
002274,train
005242,train
006354,train
008111,train
002314,train
001226,train
006855,train
009940,train
005832,train
003165,train
004361,train
005946,train
006579,train
007997,train
007990,train
000636,train
008145,train
007300,train
006578,train
006967,train
001943,train
004220,train
007915,train
005376,train
008352,train
005808,train
000719,train
000119,train
005397,train
004707,train
004590,train
008868,train
008757,train
001365,train
002809,train
000466,train
008417,train
003141,train
001326,train
005953,train
004149,train
006283,train
009271,train
006187,train
001042,train
001153,train
007289,train
000824,train
007370,train
003796,train
004994,train
007471,train
008419,train
008637,train
007262,train
007897,train
006403,train
007931,train
008033,train
005259,train
009233,train
000483,train
007333,train
003634,train
006419,train
005429,train
009528,train
008368,train
001189,train
007955,train
000953,train
004857,train
003374,train
002017,train
003297,train
008969,train
008386,train
004251,train
006834,train
008139,train
002516,train
005990,train
001449,train
003701,train
002355,train
006681,train
009650,train
001296,train
002493,train
005316,train
001176,train
002895,train
002477,train
003532,train
002965,train
005613,train
006584,train
005690,train
006458,train
002988,train
005173,train
003415,train
009786,train
003491,train
003667,train
006795,train
005338,train
002148,train
003719,train
002158,train
004902,train
006053,train
006264,train
005998,train
004836,train
001928,train
008680,train
005920,train
006156,train
001750,train
007230,train
003521,train
004072,train
001509,train
001322,train
004932,train
003147,train
008204,train
005795,train
006470,train
007808,train
003069,train
001865,train
005902,train
006652,train
003224,train
008979,train
005828,train
002866,train
007290,train
009590,train
009445,train
005993,train
002752,train
009520,train
000730,train
004157,train
005819,train
004515,train
004261,train
006085,train
007485,train
006441,train
008202,train
002732,train
005642,train
000595,train
000150,train
009202,train
002675,train
000225,train
005860,train
009274,train
009239,train
000850,train
002283,train
009452,train
004067,train
009945,train
005100,train
001002,train
007680,train
002458,train
002462,train
003478,train
005915,train
009993,train
008841,train
001948,train
003323,train
002411,train
009112,train
000974,train
002021,train
004384,train
000023,train
006364,train
008477,train
007131,train
003940,train
000050,train
001036,train
007981,train
002550,train
008062,train
007054,train
008409,train
008066,train
005600,train
008463,train
009737,train
009868,train
007087,train
004382,train
007302,train
001261,train
001718,train
005901,train
007072,train
009946,train
003363,train
004491,train
000664,train
008822,train
002701,train
008603,train
006804,train
000699,train
008178,train
004432,train
007989,train
009689,train
001551,train
000654,train
009131,train
007838,train
005954,train
009400,train
001573,train
002897,train
007097,train
005734,train
001486,train
007927,train
005193,train
008920,train
000467,train
000373,train
000506,train
007954,train
005388,train
004791,train
007012,train
008762,train
002656,train
007160,train
004317,train
004195,train
000369,train
008814,train
006733,train
003599,train
004013,train
008302,train
004575,train
000102,train
007458,train
007693,train
007780,train
001610,train
000554,train
007115,train
008103,train
006646,train
003189,train
000736,train
005059,train
009733,train
004733,train
009129,train
007243,train
004153,train
009942,train
000582,train
002117,train
006766,train
008819,train
007793,train
001205,train
005380,train
004286,train
009574,train
001171,train
007077,train
006415,train
001247,train
009160,train
001800,train
001192,train
004053,train
003756,train
004427,train
005726,train
008247,train
001586,train
002284,train
000160,train
009931,train
001620,train
003665,train
002124,train
001006,train
000173,train
007493,train
008836,train
001849,train
005219,train
008991,train
000157,train
003223,train
002884,train
002627,train
002151,train
002196,train
003712,train
006280,train
003041,train
004818,train
006887,train
001281,train
002949,train
001558,train
008659,train
006497,train
002490,train
000171,train
008166,train
001658,train
001751,train
001010,train
008777,train
007180,train
004484,train
003592,train
008891,train
001799,train
000725,train
005627,train
004852,train
005024,train
005875,train
009511,train
008563,train
000911,train
001691,train
001105,train
000061,train
008370,train
001673,train
009975,train
005263,train
003959,train
007677,train
008342,train
007500,train
007321,train
006428,train
004974,train
003693,train
002660,train
004437,train
001920,train
002476,train
006764,train
003782,train
000549,train
001952,train
003194,train
009669,train
000325,train
001471,train
008606,train
007791,train
008045,train
000951,train
005399,train
008006,train
009088,train
004663,train
007193,train
007552,train
008154,train
009707,train
007474,train
000107,train
000756,train
000538,train
000437,train
004158,train
007112,train
004455,train
009009,train
003024,train
009599,train
007893,train
006266,train
007400,train
001242,train
004925,train
005806,train
004979,train
006079,train
005964,train
002978,train
007421,train
009914,train
008776,train
000754,train
008387,train
006851,train
008049,train
002282,train
007314,train
001300,train
003926,train
006117,train
008265,train
009427,train
003154,train
003726,train
003885,train
002145,train
002888,train
004568,train
001265,train
007856,train
005846,train
008845,train
003277,train
004456,train
002217,train
007904,train
000567,train
008511,train
007091,train
000539,train
007203,train
007543,train
001348,train
002479,train
001279,train
006886,train
000625,train
004537,train
000984,train
001709,train
009716,train
008251,train
002562,train
002508,train
008089,train
002132,train
001565,train
004752,train
009345,train
007857,train
006839,train
003813,train
008046,train
000621,train
007083,train
007515,train
006379,train
004189,train
003337,train
005130,train
006093,train
007367,train
005847,train
003325,train
006767,train
004763,train
006323,train
007932,train
002560,train
005926,train
001441,train
002802,train
001420,train
004943,train
000643,train
004815,train
001611,train
006501,train
006050,train
006170,train
002168,train
008572,train
006567,train
004290,train
002918,train
005664,train
006504,train
008230,train
000814,train
005234,train
006290,train
004911,train
007173,train
003550,train
007003,train
008234,train
000407,train
006008,train
002082,train
001559,train
008421,train
001583,train
002659,train
008397,train
005392,train
006628,train
006221,train
009408,train
005422,train
001475,train
002703,train
004587,train
006977,train
007336,train
009412,train
009418,train
000272,train
000034,train
008875,train
009451,train
000217,train
008028,train
005988,train
008276,train
007911,train
009483,train
009803,train
000246,train
004858,train
001046,train
006098,train
004461,train
004918,train
007010,train
005991,train
007805,train
002737,train
004973,train
009198,train
000578,train
008122,train
002551,train
001978,train
002247,train
001059,train
006277,train
004038,train
002238,train
008402,train
006918,train
002203,train
003031,train
006892,train
006663,train
005896,train
007742,train
001843,train
001249,train
007642,train
003294,train
005906,train
001406,train
000056,train
005682,train
006228,train
008809,train
003558,train
000604,train
002543,train
000995,train
000223,train
003029,train
003721,train
000351,train
006847,train
002983,train
003103,train
006268,train
007309,train
009513,train
005294,train
000956,train
009777,train
004680,train
001804,train
006350,train
007803,train
001811,train
008080,train
009330,train
007630,train
001432,train
007074,train
003790,train
005252,train
000099,train
002684,train
002432,train
001411,train
005214,train
009779,train
001426,train
009152,train
004854,train
005174,train
002751,train
005643,train
008871,train
002359,train
008693,train
004240,train
006138,train
006009,train
006491,train
009635,train
008854,train
008668,train
003789,train
003013,train
002523,train
004790,train
009423,train
009349,train
005717,train
006096,train
006854,train
000811,train
005368,train
008383,train
000552,train
006430,train
008551,train
008796,train
003169,train
009922,train
007718,train
001632,train
007210,train
004274,train
004445,train
002245,train
006754,train
005275,train
008131,train
006448,train
000338,train
008897,train
006363,train
009035,train
001615,train
003220,train
004324,train
001769,train
000909,train
000368,train
008586,train
009842,train
002437,train
007465,train
006907,train
004787,train
004253,train
002759,train
000206,train
008447,train
006621,train
008829,train
002057,train
006726,train
000612,train
002313,train
009930,train
006019,train
000168,train
006400,train
007884,train
000221,train
001566,train
005191,train
003184,train
002596,train
005001,train
004992,train
003479,train
007146,train
005151,train
006410,train
007080,train
003562,train
009317,train
008492,train
001706,train
001778,train
007551,train
004702,train
001425,train
005997,train
004644,train
004159,train
000229,train
003195,train
009736,train
007993,train
003828,train
005527,train
006412,train
008973,train
008016,train
002630,train
009090,train
004356,train
003717,train
008160,train
002360,train
008663,train
002824,train
006159,train
008215,train
001999,train
004886,train
009269,train
003247,train
005266,train
007812,train
000316,train
004103,train
000890,train
007779,train
009766,train
005058,train
002336,train
005241,train
003881,train
003322,train
009812,train
000954,train
001023,train
002384,train
007105,train
004078,train
009579,train
006976,train
007671,train
008418,train
001885,train
000154,train
000386,train
000633,train
002341,train
007567,train
002337,train
005207,train
002094,train
008484,train
009127,train
001130,train
003368,train
006895,train
004549,train
005745,train
003160,train
000088,train
004775,train
009444,train
004117,train
005961,train
004695,train
000026,train
001236,train
003646,train
009419,train
006100,train
006972,train
002440,train
001165,train
000141,train
002974,train
004247,train
001626,train
009632,train
004501,train
008500,train
009881,train
007833,train
007303,train
004414,train
004868,train
006312,train
005144,train
002234,train
006963,train
006197,train
006143,train
001324,train
009142,train
006198,train
001763,train
002593,train
009300,train
008640,train
001522,train
007127,train
001329,train
008520,train
006533,train
005868,train
008638,train
005563,train
008994,train
004358,train
002186,train
006376,train
002693,train
001382,train
009969,train
005630,train
008472,train
005305,train
003245,train
000683,train
004144,train
004069,train
001749,train
005448,train
005878,train
009573,train
008227,train
006282,train
009025,train
009971,train
006503,train
000432,train
004870,train
006152,train
005249,train
008413,train
009902,train
009835,train
008881,train
005432,train
006446,train
001018,train
002690,train
004572,train
000791,train
000776,train
008734,train
002177,train
005800,train
002970,train
005625,train
005812,train
007660,train
005810,train
000884,train
007863,train
005913,train
001244,train
003417,train
000288,train
003007,train
009302,train
009889,train
001088,train
008298,train
009903,train
000238,train
002901,train
005558,train
006841,train
003367,train
001703,train
003647,train
004243,train
003045,train
007940,train
001478,train
000248,train
008775,train
003280,train
007621,train
007945,train
005792,train
007482,train
006638,train
002012,train
006137,train
008482,train
003772,train
006255,train
009982,train
000290,train
002940,train
002481,train
008918,train
001500,train
008649,train
005495,train
007042,train
006668,train
009434,train
006372,train
002006,train
002694,train
007186,train
008175,train
005674,train
007942,train
000130,train
000404,train
000784,train
007071,train
005840,train
005345,train
007191,train
003577,train
005489,train
000531,train
009455,train
007353,train
005379,train
005866,train
002698,train
006872,train
007776,train
009575,train
004676,train
002625,train
001678,train
001321,train
001159,train
002511,train
004699,train
007554,train
003136,train
004126,train
002798,train
009102,train
000777,train
001587,train
008707,train
008686,train
004480,train
002696,train
007645,train
008526,train
008642,train
006265,train
006362,train
004075,train
005919,train
008525,train
006377,train
007853,train
003616,train
000759,train
006699,train
001552,train
002072,train
002613,train
009664,train
004794,train
001859,train
008713,train
002218,train
001078,train
006366,train
008465,train
001840,train
009596,train
008023,train
009290,train
000656,train
006634,train
008711,train
004408,train
002452,train
003405,train
003553,train
009675,train
003837,train
006648,train
008580,train
005785,train
001554,train
004014,train
008470,train
003584,train
006571,train
005292,train
008916,train
004675,train
006588,train
003094,train
000174,train
001580,train
009892,train
002845,train
007207,train
007009,train
007319,train
001030,train
007801,train
001260,train
002912,train
000489,train
009175,train
005720,train
000748,train
004095,train
006145,train
009167,train
004256,train
009067,train
009457,train
008432,train
007903,train
000073,train
001991,train
005676,train
000980,train
002261,train
006478,train
000123,train
008509,train
005842,train
001933,train
005244,train
007948,train
004555,train
006471,train
005330,train
005534,train
003942,train
002075,train
001000,train
000345,train
001299,train
009852,train
009548,train
007480,train
003873,train
001707,train
000769,train
007330,train
005623,train
000274,train
008902,train
003628,train
005223,train
008364,train
000999,train
009772,train
005036,train
002048,train
001574,train
001487,train
003851,train
004319,train
003214,train
006014,train
007226,train
001196,train
007589,train
004688,train
007233,train
003798,train
003042,train
009481,train
002552,train
003442,train
006961,train
006469,train
004043,train
000120,train
006896,train
004507,train
007869,train
000067,train
008339,train
004300,train
002205,train
002311,train
007101,train
001523,train
000181,train
008542,train
001246,train
009633,train
005210,train
001538,train
006207,train
002229,train
009361,train
006881,train
007778,train
002372,train
001119,train
008758,train
006487,train
001540,train
008607,train
007063,train
002332,train
006492,train
001962,train
003458,train
004318,train
009897,train
001807,train
008810,train
003192,train
008456,train
002047,train
003233,train
007157,train
006473,train
007553,train
006214,train
000059,train
009701,train
008614,train
006919,train
007297,train
002454,train
007364,train
004029,train
007689,train
003843,train
002349,train
002817,train
001116,train
000000,train
007845,train
002486,train
008651,train
009821,train
003376,train
006953,train
009084,train
007654,train
000733,train
001860,train
005634,train
004411,train
009732,train
007681,train
003740,train
001450,train
008398,train
004308,train
002231,train
003827,train
006875,train
009934,train
005936,train
000287,train
000234,train
004657,train
001075,train
009439,train
008627,train
002327,train
002026,train
001878,train
002534,train
003193,train
006453,train
006373,train
002150,train
004926,train
000681,train
009959,train
007090,train
005031,train
003876,train
008555,train
006191,train
000843,train
007816,train
006303,train
001725,train
008833,train
009265,train
001922,train
001024,train
008152,train
004463,train
006728,train
008594,train
003688,train
004267,train
002975,train
009594,train
006269,train
003239,train
008186,train
006979,train
002595,train
002568,train
009229,train
008091,train
001327,train
000648,train
000584,train
003315,train
003455,train
002763,train
001372,train
001186,train
005478,train
005055,train
003121,train
005049,train
003661,train
009076,train
004762,train
006623,train
009909,train
007798,train
006852,train
001629,train
006479,train
009773,train
003373,train
000162,train
002819,train
004859,train
002951,train
002957,train
002128,train
002741,train
003685,train
004748,train
006215,train
006616,train
001765,train
000491,train
001338,train
000810,train
008960,train
000390,train
002055,train
008783,train
006762,train
004467,train
004235,train
009715,train
006305,train
008218,train
001446,train
009656,train
003874,train
009258,train
001194,train
001606,train
008723,train
007176,train
001931,train
007836,train
000818,train
001872,train
006016,train
006032,train
003692,train
008885,train
009390,train
006996,train
006107,train
003433,train
001724,train
003472,train
008156,train
008599,train
008118,train
007822,train
004659,train
002206,train
001942,train
008932,train
006073,train
002127,train
008508,train
002665,train
000825,train
003108,train
005823,train
009429,train
000068,train
002585,train
003768,train
004245,train
009206,train
008147,train
006432,train
003225,train
002844,train
007719,train
008400,train
007966,train
006960,train
004306,train
000443,train
004828,train
001819,train
005099,train
002295,train
004187,train
005273,train
004020,train
007275,train
009695,train
002583,train
003040,train
004627,train
000346,train
004705,train
004035,train
007163,train
006147,train
004589,train
001277,train
002916,train
006629,train
001661,train
001877,train
005970,train
002174,train
007830,train
001923,train
005809,train
004087,train
008767,train
001497,train
005587,train
009542,train
002896,train
005088,train
003903,train
009760,train
007154,train
002801,train
008378,train
005276,train
007844,train
005342,train
005899,train
006926,train
007274,train
009784,train
004514,train
008340,train
002586,train
001883,train
001805,train
003134,train
006402,train
005725,train
007653,train
003948,train
008524,train
003774,train
003758,train
002782,train
008598,train
003961,train
008124,train
003627,train
002049,train
007462,train
005044,train
006989,train
006776,train
008985,train
002410,train
004121,train
000592,train
005508,train
004147,train
005647,train
001433,train
006177,train
005955,train
003309,train
003725,train
005468,train
005526,train
002265,train
002846,train
009533,train
009174,train
007317,train
000738,train
000562,train
007407,train
006439,train
005458,train
004666,train
003237,train
002892,train
003272,train
008349,train
009956,train
007734,train
000002,train
001959,train
008571,train
000295,train
007065,train
001897,train
006259,train
004182,train
007534,train
001595,train
005068,train
004244,train
009312,train
000087,train
006741,train
004049,train
001435,train
009314,train
006394,train
008427,train
003282,train
003148,train
009308,train
000655,train
003037,train
006842,train
002155,train
000524,train
009643,train
005730,train
007979,train
007291,train
008528,train
009194,train
007174,train
001316,train
000426,train
009291,train
002772,train
008559,train
005115,train
001756,train
009722,train
001325,train
005897,train
004646,train
000975,train
005094,train
003261,train
005410,train
002512,train
002078,train
003962,train
006756,train
003032,train
001464,train
003952,train
004567,train
009676,train
007866,train
001668,train
005719,train
002257,train
008086,train
006388,train
004391,train
002140,train
002077,train
003490,train
001267,train
000873,train
007831,train
007607,train
002587,train
009776,train
003072,train
005589,train
005715,train
008772,train
005710,train
009642,train
000044,train
008550,train
002111,train
003347,train
004454,train
002320,train
008377,train
001904,train
009373,train
009537,train
004765,train
008739,train
007158,train
008590,train
003123,train
004706,train
001879,train
005427,train
008844,train
000355,train
003034,train
003446,train
008008,train
003534,train
009849,train
007585,train
001067,train
008396,train
009164,train
000962,train
005405,train
004353,train
009845,train
008823,train
005017,train
000788,train
005706,train
003438,train
004131,train
005065,train
008361,train
000135,train
000889,train
005615,train
003157,train
003098,train
007209,train
000563,train
006352,train
005274,train
001373,train
008123,train
006308,train
009888,train
009612,train
003365,train
006011,train
001397,train
008981,train
003861,train
003679,train
001774,train
005770,train
002322,train
004783,train
008923,train
007721,train
004715,train
009115,train
002115,train
005882,train
008582,train
001203,train
000321,train
004199,train
001103,train
001319,train
001047,train
000353,train
008430,train
000183,train
005694,train
009450,train
004929,train
008898,train
003922,train
003944,train
004953,train
007440,train
003396,train
008914,train
008351,train
002967,train
001289,train
006351,train
001230,train
001732,train
002300,train
004215,train
009561,train
007761,train
001356,train
003603,train
001138,train
004111,train
009592,train
003949,train
003988,train
002826,train
008142,train
003324,train
004230,train
001825,train
009923,train
009832,train
009307,train
008411,train
002992,train
003100,train
003085,train
007698,train
008328,train
004459,train
005779,train
006590,train
004271,train
006499,train
002654,train
009668,train
005131,train
006601,train
003847,train
005721,train
002959,train
004242,train
005588,train
000350,train
001917,train
005786,train
007946,train
009799,train
001898,train
005449,train
006462,train
000331,train
009658,train
003960,train
001197,train
007851,train
004639,train
001467,train
001304,train
003655,train
006752,train
004211,train
001358,train
001956,train
006917,train
005748,train
002980,train
003250,train
000741,train
004181,train
008233,train
003806,train
007196,train
002383,train
005486,train
009244,train
009437,train
005222,train
007610,train
007521,train
004452,train
005481,train
004518,train
000300,train
001742,train
008647,train
009876,train
004766,train
000255,train
004154,train
009686,train
000617,train
009569,train
005782,train
008341,train
007888,train
007768,train
002298,train
006983,train
001439,train
000891,train
007281,train
003989,train
007652,train
006662,train
003648,train
003791,train
003931,train
006091,train
005659,train
002944,train
009958,train
003572,train
001814,train
002016,train
006780,train
000039,train
008366,train
003508,train
008965,train
002985,train
009880,train
006037,train
007351,train
004785,train
008610,train
002689,train
003691,train
003980,train
007234,train
006188,train
000571,train
005599,train
000819,train
009319,train
001050,train
009572,train
005208,train
005944,train
004756,train
001617,train
008966,train
008255,train
007537,train
002381,train
008371,train
006667,train
003778,train
008231,train
000445,train
004647,train
001485,train
000938,train
009629,train
007583,train
001808,train
007320,train
005142,train
006205,train
009366,train
009394,train
008636,train
007017,train
001720,train
009374,train
000697,train
004485,train
004400,train
009552,train
004990,train
000041,train
000342,train
006563,train
006772,train
004547,train
005087,train
000091,train
005420,train
009176,train
008657,train
007707,train
004470,train
003203,train
005948,train
004984,train
004370,train
001280,train
003882,train
006725,train
003236,train
004954,train
009522,train
009237,train
000708,train
002468,train
002374,train
000869,train
009875,train
002930,train
007975,train
000372,train
004797,train
005240,train
000048,train
009833,train
000969,train
003190,train
000138,train
006083,train
003547,train
003313,train
003695,train
009110,train
003339,train
006806,train
008015,train
004710,train
000577,train
006910,train
008842,train
001458,train
008376,train
000600,train
000716,train
005985,train
005975,train
003761,train
000194,train
004996,train
009628,train
003565,train
004405,train
008615,train
006212,train
009161,train
009727,train
001726,train
009011,train
005555,train
004368,train
004407,train
001371,train
000786,train
008223,train
005013,train
002624,train
001577,train
002428,train
009952,train
003987,train
004959,train
004167,train
004213,train
003071,train
004234,train
000202,train
002316,train
009329,train
002101,train
005885,train
000928,train
005787,train
002629,train
006398,train
001997,train
005530,train
003650,train
002834,train
008330,train
009234,train
004598,train
008043,train
006486,train
008443,train
002404,train
005818,train
007185,train
009171,train
008957,train
009338,train
002862,train
006092,train
005186,train
004399,train
007198,train
009296,train
009134,train
004138,train
000558,train
008295,train
007464,train
008828,train
007676,train
002603,train
007004,train
002933,train
006120,train
005755,train
007331,train
002467,train
000416,train
006651,train
005949,train
008309,train
000327,train
001268,train
003820,train
002707,train
009791,train
006300,train
006021,train
005056,train
001065,train
002164,train
004559,train
009994,train
009792,train
000332,train
009047,train
009172,train
004209,train
009279,train
006813,train
000610,train
005969,train
007096,train
005097,train
001585,train
001609,train
006140,train
006233,train
009288,train
008959,train
005870,train
005657,train
001663,train
002058,train
009972,train
000440,train
004523,train
005289,train
007448,train
005790,train
003125,train
009479,train
007902,train
004185,train
005673,train
006828,train
004597,train
005382,train
008113,train
006500,train
005161,train
009604,train
006683,train
007614,train
001671,train
008705,train
007727,train
009078,train
002052,train
008718,train
005856,train
007739,train
001637,train
000463,train
009981,train
001190,train
003120,train
009340,train
007109,train
004282,train
005312,train
008672,train
002342,train
004373,train
003419,train
004674,train
004774,train
008011,train
005175,train
007326,train
000945,train
002640,train
004444,train
007670,train
001456,train
001086,train
008285,train
008311,train
005894,train
007016,train
001780,train
004534,train
002571,train
004487,train
008618,train
004196,train
008082,train
003381,train
008682,train
001092,train
003709,train
002409,train
002808,train
003259,train
002241,train
006133,train
006633,train
008336,train
003151,train
004129,train
006709,train
004965,train
004919,train
003173,train
000848,train
001051,train
001422,train
004739,train
001451,train
005176,train
006877,train
004793,train
006423,train
007357,train
007308,train
004344,train
009740,train
006061,train
001102,train
007788,train
004827,train
006713,train
009141,train
001009,train
004823,train
000380,train
006871,train
000882,train
005852,train
005416,train
003744,train
001766,train
005824,train
008866,train
001536,train
009755,train
007764,train
002083,train
007039,train
008557,train
001150,train
009706,train
006481,train
006758,train
007908,train
003062,train
004276,train
007665,train
002391,train
002909,train
002796,train
000017,train
008424,train
000798,train
000934,train
003707,train
005171,train
005687,train
008278,train
007258,train
004588,train
002719,train
007797,train
001826,train
009405,train
002976,train
002792,train
003737,train
008740,train
004606,train
004164,train
007037,train
005071,train
008213,train
007647,train
000001,train
008531,train
008731,train
000293,train
003377,train
005385,train
000840,train
000145,train
007268,train
000972,train
008205,train
003662,train
004083,train
005434,train
003670,train
004694,train
003638,train
006900,train
008937,train
001925,train
008119,train
003101,train
004509,train
009924,train
004152,train
000412,train
002278,train
002710,train
001973,train
009896,train
009566,train
006531,train
001354,train
007044,train
003844,train
004141,train
001285,train
000095,train
006431,train
005020,train
008481,train
007879,train
003152,train
002832,train
003947,train
002036,train
009262,train
006640,train
005938,train
005326,train
004252,train
002771,train
001834,train
007246,train
006313,train
004299,train
005713,train
002574,train
009640,train
006587,train
006258,train
003610,train
007280,train
000925,train
007453,train
003957,train
006110,train
000236,train
007276,train
002937,train
007913,train
006799,train
001484,train
005884,train
004660,train
006279,train
004839,train
003408,train
000849,train
008161,train
000480,train
007100,train
000926,train
009606,train
003454,train
007701,train
003159,train
002226,train
008569,train
003278,train
006952,train
006995,train
001498,train
009846,train
003052,train
000761,train
002197,train
005093,train
009487,train
009027,train
002692,train
008010,train
009834,train
000079,train
000375,train
000778,train
009840,train
003489,train
008164,train
006307,train
002380,train
007423,train
001431,train
000817,train
008893,train
003803,train
007008,train
002425,train
006249,train
001893,train
005278,train
002096,train
005839,train
005855,train
004191,train
008621,train
001221,train
004047,train
007835,train
000904,train
000729,train
000104,train
000022,train
001921,train
007782,train
009294,train
001701,train
006335,train
004490,train
000322,train
001313,train
008332,train
003356,train
002932,train
001652,train
004285,train
006315,train
006993,train
009347,train
008857,train
004077,train
000870,train
006808,train
005561,train
005477,train
008527,train
008358,train
000859,train
003431,train
008461,train
009033,train
008495,train
002211,train
005396,train
007252,train
008020,train
009780,train
006514,train
008753,train
006392,train
009138,train
008956,train
002070,train
006575,train
001012,train
008941,train
003639,train
007936,train
000948,train
000395,train
000161,train
008074,train
005545,train
000392,train
006422,train
007528,train
006589,train
004380,train
002095,train
005245,train
006614,train
005686,train
008798,train
003003,train
006959,train
001384,train
009388,train
004830,train
005966,train
001730,train
001074,train
001837,train
006294,train
000156,train
005428,train
001350,train
005533,train
002942,train
004015,train
005457,train
001096,train
005431,train
005667,train
004293,train
006768,train
009059,train
003734,train
002382,train
009630,train
007365,train
009634,train
001368,train
008242,train
004822,train
004123,train
008150,train
009232,train
001056,train
002556,train
007241,train
005778,train
002038,train
005133,train
000033,train
000146,train
001561,train
007872,train
002639,train
007774,train
007249,train
007832,train
004372,train
000309,train
009603,train
003140,train
009694,train
003514,train
005637,train
006322,train
005189,train
003552,train
008050,train
001060,train
000721,train
009926,train
001297,train
008433,train
008568,train
001715,train
008146,train
003703,train
000038,train
009416,train
005197,train
006802,train
001448,train
009267,train
009749,train
003994,train
000662,train
001477,train
009865,train
007497,train
006978,train
004664,train
007860,train
002807,train
001640,train
001125,train
009758,train
000442,train
003384,train
007568,train
006210,train
003126,train
008206,train
008816,train
001593,train
008859,train
000583,train
005084,train
004753,train
008012,train
006368,train
006747,train
003854,train
009802,train
003799,train
002408,train
004796,train
002134,train
009713,train
002714,train
003444,train
002515,train
001829,train
002910,train
006111,train
005651,train
005361,train
009364,train
006775,train
004579,train
005601,train
001048,train
003856,train
006874,train
002406,train
001483,train
009581,train
008435,train
001392,train
006867,train
008051,train
002936,train
005503,train
003897,train
005229,train
004379,train
008434,train
002811,train
008163,train
005689,train
004776,train
006281,train
009256,train
003314,train
003428,train
002125,train
006433,train
008980,train
009585,train
000208,train
006466,train
002618,train
007117,train
003310,train
006449,train
000465,train
001968,train
007907,train
001228,train
001543,train
002447,train
005336,train
008892,train
009617,train
009407,train
002663,train
006384,train
002264,train
008625,train
007615,train
009839,train
005888,train
007938,train
002315,train
004989,train
008128,train
006365,train
004599,train
003065,train
006181,train
004190,train
000060,train
008887,train
004788,train
003253,train
005108,train
004265,train
006128,train
002475,train
003823,train
001787,train
002064,train
007247,train
002856,train
008577,train
003471,train
009544,train
005265,train
006980,train
004983,train
007256,train
001833,train
008630,train
004924,train
007961,train
006568,train
001083,train
003883,train
000072,train
005864,train
007639,train
003354,train
005337,train
002204,train
001693,train
005551,train
001844,train
005303,train
001813,train
001755,train
008369,train
001334,train
006134,train
